고객ID,사용기기,사용OS,유입경로,회원상태,거주지,연령,성별,서비스총구매수,총구매금액,총수정요청수,총추가결제금액
60310007152,iPhone,iOS11.4,유튜브,정상회원,강원도,42,남성,3,124100,0,14100
60310007154,iPhone,iOS11.4.1,유튜브,정상회원,강원도,22,남성,1,19700,0,4700
60310007155,iPhone,iOS11.4.1,인스타그램,정상회원,강원도,24,남성,1,14700,0,4700
60310007156,iPhone,iOS12.0,유튜브,정상회원,강원도,29,,1,364700,0,4700
60310007157,SM-N950N,Android8.0.0,인스타그램,정상회원,강원도,24,여성,3,84100,0,14100
60310007159,SM-N920S,Android7.0,유튜브,정상회원,강원도,33,남성,1,19700,0,4700
6031000716,SM-G960N,Android8.0.0,유튜브,정상회원,강원도,29,남성,1,34700,0,4700
60310007160,SM-N950N,Android8.0.0,네이버블로그,정상회원,강원도,21,여성,2,121400,2,26400
60310007164,SM-G935K,Android8.0.0,유튜브,정상회원,충청도,26,여성,1,41700,2,21700
60310007165,iPhone,iOS11.4,유튜브,정상회원,충청도,35,남성,3,64600,3,39600
60310007167,iPhone,iOS11.4.1,검색광고,정상회원,충청도,35,남성,1,9700,0,4700
60310007169,LGM-V300L,Android8.0.0,네이버블로그,정상회원,충청도,32,여성,1,54700,0,4700
6031000717,iPhone,iOS11.4.1,네이버블로그,정상회원,충청도,30,여성,1,14700,0,4700
60310007171,iPhone,iOS12.0,인스타그램,정상회원,서울시,20,남성,1,304700,0,4700
60310007172,iPhone,iOS11.4.1,유튜브,정상회원,서울시,39,남성,2,14700,-1,4700
60310007173,SM-N950N,Android8.0.0,유튜브,정상회원,서울시,31,여성,1,54700,0,4700
60310007175,SM-G930K,Android6.0.1,유튜브,정상회원,충청도,30,남성,1,54700,0,4700
60310007179,MI MAX,Android7.0,유튜브,정상회원,충청도,20,남성,1,34700,0,4700
6031000718,iPhone,iOS12.0,유튜브,정상회원,충청도,22,여성,1,9700,0,4700
60310007181,iPhone,iOS11.4,검색광고,정상회원,충청도,35,남성,1,154700,0,4700
60310007182,SM-N950N,Android8.0.0,네이버블로그,정상회원,충청도,24,여성,1,54700,0,4700
60310007183,SM-N960N,Android8.1.0,페이스북,정상회원,충청도,43,남성,2,127900,1,17900
60310007184,iPhone,iOS11.4.1,구글광고,탈퇴,충청도,20,남성,2,87400,0,9400
60310007186,iPhone,iOS12.0,유튜브,정상회원,경기도,29,남성,1,34700,0,4700
60310007187,SM-N950N,Android8.0.0,네이버카페,정상회원,경기도,29,남성,2,109400,0,9400
60310007188,SM-N960N,Android8.1.0,검색광고,정상회원,경기도,35,남성,2,69400,0,9400
60310007189,SM-G950N,Android8.0.0,네이버카페,정상회원,경기도,30,남성,3,1039100,0,14100
60310007191,SM-G930K,Android6.0.1,유튜브,정상회원,경기도,21,남성,2,77900,1,17900
60310007192,SM-N920S,Android7.0,네이버블로그,정상회원,경기도,48,,4,201300,1,27300
60310007193,SM-N920S,Android7.0,유튜브,정상회원,경기도,21,여성,2,49900,3,34900
60310007194,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,28,남성,2,49400,0,9400
60310007195,SM-N950N,Android8.0.0,네이버블로그,정상회원,전라도,25,남성,2,24700,-1,4700
60310007196,SM-G930K,Android8.0.0,유튜브,정상회원,전라도,22,남성,1,54700,0,4700
60310007197,iPhone,iOS12.0,네이버블로그,정상회원,전라도,20,여성,1,33700,0,4700
60310007199,iPhone,iOS11.4.1,인스타그램,정상회원,전라도,37,남성,1,54700,0,4700
6031000720,SM-G955N,Android7.0,유튜브,정상회원,전라도,28,남성,1,9700,0,4700
60310007200,SM-N950N,Android8.0.0,유튜브,정상회원,전라도,26,남성,1,104700,0,4700
6031000721,iPhone,iOS11.4.1,유튜브,정상회원,전라도,26,남성,2,24200,0,13200
6031000724,MI MAX,Android7.0,네이버블로그,정상회원,전라도,26,남성,1,24700,0,4700
6031000725,iPhone,iOS11.4.1,인스타그램,정상회원,전라도,28,남성,1,304700,0,4700
6031000727,LGM-V300L,Android8.0.0,유튜브,정상회원,전라도,39,남성,1,34700,0,4700
6031000729,iPhone,iOS11.4.1,유튜브,정상회원,전라도,35,남성,2,74400,0,9400
6031000732,iPhone,iOS12.0,네이버블로그,정상회원,강원도,27,남성,3,119600,3,39600
6031000733,SM-N950N,Android8.0.0,페이스북,정상회원,전라도,23,남성,2,359400,0,9400
6031000734,iPhone,iOS11.4.1,검색광고,정상회원,전라도,21,남성,2,108400,0,9400
6031000735,SM-N950N,Android8.0.0,네이버블로그,정상회원,전라도,24,남성,1,54700,0,4700
6031000736,iPhone,iOS11.4,네이버블로그,정상회원,제주도,26,여성,1,9700,0,4700
6031000737,iPhone,iOS11.4.1,네이버카페,정상회원,제주도,23,남성,1,54700,0,4700
6031000738,iPhone,iOS11.4.1,인스타그램,정상회원,제주도,24,여성,1,54700,0,4700
6031000739,iPhone,iOS12.0,유튜브,정상회원,서울시,33,남성,2,154400,0,9400
6031000742,LGM-V300K,Android8.0.0,네이버블로그,정상회원,서울시,33,남성,1,54700,0,4700
6031000743,SM-N950N,Android8.0.0,네이버블로그,정상회원,서울시,34,여성,4,222300,1,27300
6031000744,iPhone,iOS11.4,네이버카페,정상회원,충청도,21,,2,39400,0,9400
6031000745,SM-N950N,Android8.0.0,유튜브,정상회원,경상도,20,남성,2,374900,3,34900
6031000747,LGM-V300K,Android8.0.0,유튜브,정상회원,경상도,22,남성,1,54700,0,4700
6031000748,iPhone,iOS11.4,검색광고,정상회원,경상도,29,남성,2,49400,0,9400
6031000749,LGM-G600K,Android8.0.0,유튜브,정상회원,경상도,37,,1,24700,0,4700
6031000750,SM-N960N,Android8.1.0,인스타그램,탈퇴,서울시,28,여성,1,14700,0,4700
6031000751,SM-G930K,Android8.0.0,네이버블로그,정상회원,서울시,34,남성,1,34700,0,4700
6031000754,iPhone,iOS11.4.1,유튜브,정상회원,서울시,27,,1,44700,0,4700
6031000755,iPhone,iOS12.0,네이버블로그,정상회원,서울시,29,남성,1,23200,1,13200
6031000756,iPhone,iOS12.0,유튜브,정상회원,경상도,21,남성,2,114400,0,9400
6031000757,SM-G930S,Android8.0.0,인스타그램,정상회원,경상도,29,,2,34400,0,9400
6031000759,iPhone,iOS11.4.1,유튜브,정상회원,경상도,27,여성,1,9700,0,4700
603100076,LGM-V300K,Android8.0.0,검색광고,정상회원,경상도,29,여성,1,74700,0,4700
6031000760,SM-G930S,Android8.0.0,인스타그램,정상회원,경상도,29,남성,3,159400,-1,9400
6031000762,SM-G955N,Android7.0,네이버블로그,정상회원,충청도,29,여성,1,34700,0,4700
6031000763,iPhone,iOS11.4.1,검색광고,정상회원,경상도,23,남성,1,224700,0,4700
6031000765,SM-G960N,Android8.0.0,인스타그램,정상회원,경상도,30,남성,1,14700,0,4700
6031000766,iPhone,iOS12.0,유튜브,정상회원,경상도,35,남성,2,167900,1,17900
6031000769,SM-N960N,Android8.1.0,유튜브,정상회원,경상도,39,남성,2,84400,0,9400
603100077,iPhone,iOS11.4,유튜브,정상회원,경상도,20,남성,2,134400,0,9400
6031000770,LGM-V300L,Android8.0.0,검색광고,정상회원,경상도,20,여성,2,69400,0,9400
6031000772,SM-N950N,Android8.0.0,네이버블로그,정상회원,경상도,32,남성,1,63200,1,13200
6031000775,iPhone,iOS11.4,유튜브,정상회원,경상도,23,여성,2,206400,2,26400
6031000776,SM-N920S,Android7.0,유튜브,정상회원,경상도,33,여성,1,54700,0,4700
6031000777,iPhone,iOS11.4.1,유튜브,정상회원,경상도,38,남성,1,294700,0,4700
603100078,iPhone,iOS11.4.1,유튜브,정상회원,경상도,,남성,1,513200,1,13200
6031000780,LGM-V300L,Android8.0.0,검색광고,정상회원,경상도,35,여성,1,24700,0,4700
6031000782,SM-G930L,Android8.0.0,유튜브,정상회원,경상도,21,남성,2,263400,0,9400
6031000783,SM-G950N,Android8.0.0,유튜브,정상회원,경상도,23,남성,1,24700,0,4700
6031000784,iPhone,iOS12.0,인스타그램,정상회원,충청도,28,남성,1,34700,0,4700
6031000785,iPhone,iOS11.4.1,네이버블로그,정상회원,충청도,46,남성,1,14700,0,4700
6031000786,LGM-V300K,Android8.0.0,유튜브,정상회원,충청도,22,남성,1,9700,0,4700
6031000788,iPhone,iOS12.0,네이버블로그,정상회원,충청도,21,남성,1,14700,0,4700
6031000789,iPhone,iOS11.4,유튜브,정상회원,충청도,37,여성,1,46200,1,13200
603100079,LGM-G600K,Android8.0.0,검색광고,정상회원,충청도,27,남성,1,49700,0,4700
6031000790,MI MAX,Android7.0,네이버블로그,정상회원,충청도,34,남성,1,9700,0,4700
6031000791,SM-G930L,Android8.0.0,네이버카페,정상회원,충청도,28,남성,1,54700,0,4700
6031000792,iPhone,iOS11.4.1,검색광고,정상회원,충청도,30,남성,1,14700,0,4700
6031000794,SM-G930L,Android7.0,인스타그램,정상회원,충청도,37,남성,1,34700,0,4700
6031000796,SM-N960N,Android8.1.0,검색광고,정상회원,충청도,22,남성,1,34700,0,4700
6031000797,SM-N920S,Android7.0,인스타그램,정상회원,충청도,26,남성,2,539400,0,9400
6031000798,iPhone,iOS11.2.6,인스타그램,정상회원,충청도,29,남성,2,52400,0,9400
6031000799,SM-G930L,Android8.0.0,유튜브,정상회원,충청도,26,남성,1,33700,0,4700
60310012102,SM-G930L,Android8.0.0,검색광고,정상회원,충청도,32,남성,1,5000,0,0
6031001213,SM-G950N,Android8.0.0,유튜브,정상회원,충청도,43,남성,1,50000,0,0
60310012133,SM-G950N,Android8.0.0,유튜브,정상회원,충청도,24,남성,1,20000,0,0
60310012165,SM-N960N,Android8.1.0,유튜브,정상회원,충청도,21,여성,1,0,-1,0
60310012175,SM-N950N,Android7.1.1,유튜브,정상회원,강원도,29,,1,0,-1,0
6031001261,SM-N950N,Android7.1.1,유튜브,정상회원,강원도,22,남성,1,0,-1,0
6031001267,iPhone,iOS11.0.3,인스타그램,정상회원,강원도,25,남성,1,50000,0,0
6031001288,SM-G960N,Android8.0.0,인스타그램,정상회원,강원도,28,남성,1,20000,0,0
6031001290,iPhone,iOS11.4.1,네이버블로그,정상회원,강원도,26,남성,1,20000,0,0
604010071,iPhone,iOS11.4.1,유튜브,정상회원,경상도,23,남성,3,200800,0,15800
6040100710,iPhone,iOS11.4.1,유튜브,정상회원,경상도,,남성,4,200000,0,40000
60401007100,iPhone,iOS11.4.1,구글광고,정상회원,경상도,27,남성,2,55000,0,20000
60401007101,LGM-G600K,Android8.0.0,유튜브,정상회원,경상도,25,남성,5,152500,0,50000
60401007102,SM-G930L,Android7.0,검색광고,정상회원,경기도,25,여성,3,91600,2,21600
60401007103,iPhone,iOS11.4.1,유튜브,정상회원,경기도,40,남성,7,302000,0,70000
60401007104,iPhone,iOS11.4.1,유튜브,정상회원,경기도,26,남성,5,216600,2,41600
60401007105,SM-G935K,Android8.0.0,네이버블로그,정상회원,경기도,27,여성,7,265000,0,70000
60401007106,SM-G935K,Android8.0.0,네이버카페,정상회원,경기도,31,남성,6,245000,0,60000
60401007107,iPhone,iOS12.0,유튜브,정상회원,경기도,43,남성,8,230800,1,75800
60401007108,iPhone,iOS11.4.1,유튜브,정상회원,경기도,25,남성,4,179000,0,40000
60401007109,iPhone,iOS11.4.1,네이버블로그,정상회원,강원도,45,남성,7,316600,2,70600
6040100711,iPhone,iOS10.3.1,네이버블로그,정상회원,경기도,20,,1,10800,1,5800
60401007110,SM-N920S,Android7.0,유튜브,정상회원,경기도,19,여성,3,235000,0,30000
60401007111,iPhone,iOS11.4.1,유튜브,정상회원,경기도,23,남성,4,259000,0,40000
60401007112,iPhone,iOS11.4.1,인스타그램,정상회원,경기도,0,여성,2,39000,0,20000
60401007113,iPhone,iOS11.4.1,인스타그램,정상회원,경기도,29,남성,3,95000,0,30000
60401007114,SM-N935K,Android8.0.0,네이버블로그,정상회원,경기도,26,남성,3,280000,0,30000
60401007115,SM-G930L,Android7.0,네이버블로그,정상회원,경기도,26,남성,2,57000,0,20000
60401007116,SM-N950N,Android8.0.0,네이버블로그,정상회원,경기도,25,남성,9,382800,1,85800
60401007117,MI MAX,Android7.0,유튜브,정상회원,경기도,23,남성,5,365800,1,45800
60401007118,SM-N920S,Android7.0,네이버블로그,정상회원,경기도,22,남성,3,70000,0,30000
60401007119,SM-N920S,Android7.0,유튜브,정상회원,경기도,33,남성,3,65000,0,30000
6040100712,SM-G930L,Android8.0.0,검색광고,정상회원,경상도,29,남성,9,524000,0,90000
60401007120,SM-N920S,Android7.0,네이버카페,정상회원,경상도,33,여성,8,284800,1,74800
60401007121,iPhone,iOS11.4.1,검색광고,정상회원,경상도,24,여성,2,65000,0,20000
60401007122,SM-N950N,Android8.0.0,네이버블로그,정상회원,경상도,27,여성,3,140000,0,30000
60401007123,iPhone,iOS12.0,유튜브,정상회원,경상도,29,여성,6,264000,0,60000
60401007124,SM-G950N,Android8.0.0,검색광고,정상회원,경상도,29,남성,4,124800,0,25800
60401007125,SM-N950N,Android8.0.0,네이버블로그,정상회원,경상도,27,남성,5,177000,0,50000
60401007126,LGM-G600K,Android8.0.0,검색광고,정상회원,경상도,23,남성,1,15000,0,10000
60401007127,iPhone,iOS11.4.1,유튜브,정상회원,경상도,27,여성,7,205000,-1,60000
60401007128,SM-G930L,Android7.0,유튜브,정상회원,경상도,22,남성,4,215000,0,40000
6040100713,iPhone,iOS12.0,네이버블로그,정상회원,경상도,23,,8,345000,0,80000
60401007130,SM-N950N,Android8.0.0,검색광고,정상회원,경상도,35,남성,2,160000,0,20000
60401007131,SM-N950N,Android8.0.0,네이버블로그,정상회원,경상도,28,남성,4,135000,0,40000
60401007132,SM-G955N,Android7.0,유튜브,정상회원,경상도,43,남성,7,245600,2,60600
60401007133,SM-N950N,Android8.0.0,인스타그램,정상회원,경상도,23,여성,7,320800,1,65800
60401007134,iPhone,iOS12.0,유튜브,정상회원,경기도,26,,3,175000,0,30000
60401007135,iPhone,iOS11.4.1,유튜브,정상회원,경기도,39,남성,3,113800,1,25800
60401007136,SM-N950N,Android8.0.0,인스타그램,정상회원,경상도,38,남성,3,85000,0,30000
60401007137,SM-G950N,Android8.0.0,뉴스광고,정상회원,경상도,25,남성,4,153000,0,40000
60401007138,SM-N950N,Android8.0.0,네이버블로그,정상회원,경상도,19,남성,3,92000,0,30000
60401007139,SM-N950N,Android8.0.0,네이버블로그,정상회원,충청도,23,남성,5,125800,1,45800
6040100714,SM-G930L,Android8.0.0,네이버블로그,정상회원,경기도,22,남성,4,455000,0,40000
60401007140,iPhone,iOS12.0,네이버블로그,정상회원,경기도,29,여성,7,383800,0,54800
60401007141,iPhone,iOS11.4.1,구글광고,정상회원,경기도,26,남성,4,175000,0,40000
60401007142,iPhone,iOS11.4.1,인스타그램,정상회원,경기도,43,여성,3,83800,1,25800
60401007143,SM-N950N,Android8.0.0,유튜브,정상회원,경기도,24,남성,5,285000,-1,40000
60401007144,iPhone,iOS12.0,유튜브,정상회원,경기도,27,남성,5,351600,2,41600
60401007145,SM-G965N,Android8.0.0,네이버블로그,정상회원,경기도,26,남성,5,338600,2,50600
60401007146,iPhone,iOS12.0,네이버블로그,정상회원,경기도,30,여성,5,254600,2,39600
60401007147,iPhone,iOS12.0,유튜브,정상회원,경기도,27,남성,7,4610800,0,55800
60401007148,iPhone,iOS11.4.1,유튜브,정상회원,경기도,32,남성,3,270000,0,30000
60401007149,iPhone,iOS12.0,유튜브,정상회원,경기도,32,남성,7,314800,1,65800
6040100715,iPhone,iOS12.0,인스타그램,정상회원,경기도,48,여성,4,205000,0,40000
60401007150,SM-G965N,Android8.0.0,네이버블로그,정상회원,경기도,27,남성,1,15000,0,10000
60401007151,iPhone,iOS12.0,유튜브,정상회원,경기도,26,남성,9,420000,0,90000
60401007152,SM-N920S,Android7.0,유튜브,정상회원,경기도,25,남성,3,380800,1,25800
60401007153,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,32,남성,6,297800,1,55800
60401007154,iPhone,iOS10.3.1,네이버블로그,정상회원,경기도,19,남성,2,47000,0,20000
60401007155,iPhone,iOS12.0,검색광고,정상회원,서울시,22,남성,2,85800,1,15800
60401007156,SM-N950N,Android8.0.0,다음카페,정상회원,서울시,19,남성,3,61600,2,21600
60401007157,iPhone,iOS11.2.6,네이버블로그,정상회원,서울시,33,남성,5,118300,1,45800
60401007158,iPhone,iOS12.0,네이버블로그,정상회원,서울시,31,남성,6,338300,1,55800
60401007159,SM-G965N,Android8.0.0,검색광고,정상회원,서울시,27,남성,6,280000,-1,50000
6040100716,iPhone,iOS12.0,네이버블로그,정상회원,서울시,28,남성,3,78600,2,20600
60401007160,iPhone,iOS11.4.1,네이버블로그,정상회원,서울시,19,남성,7,343300,1,65800
60401007161,SM-N920S,Android7.0,검색광고,정상회원,서울시,30,남성,6,269800,1,54800
60401007162,iPhone,iOS12.0,네이버블로그,정상회원,서울시,25,여성,4,100000,0,40000
60401007163,iPhone,iOS12.0,인스타그램,정상회원,서울시,21,여성,4,135800,1,35800
60401007164,iPhone,iOS11.3.1,인스타그램,정상회원,서울시,25,남성,4,188000,0,40000
60401007165,SM-N950N,Android8.0.0,검색광고,정상회원,서울시,21,여성,6,188800,1,55800
60401007166,SM-G950N,Android8.0.0,유튜브,정상회원,서울시,27,남성,3,90800,1,25800
60401007167,SM-N950N,Android8.0.0,유튜브,정상회원,서울시,34,남성,2,31400,3,16400
60401007168,SM-N950N,Android8.0.0,유튜브,정상회원,서울시,22,남성,7,210800,1,64800
60401007169,iPhone,iOS11.4.1,네이버카페,정상회원,서울시,26,여성,4,94000,0,40000
6040100717,iPhone,iOS12.0,네이버블로그,정상회원,서울시,43,남성,7,305000,0,70000
60401007170,iPhone,iOS10.3.1,인스타그램,정상회원,서울시,20,남성,8,343000,0,80000
60401007171,SM-G955N,Android8.0.0,유튜브,정상회원,서울시,36,,3,238000,0,30000
60401007172,SM-N950N,Android8.0.0,인스타그램,정상회원,서울시,28,남성,2,45000,0,20000
60401007173,SM-N950N,Android8.0.0,인스타그램,정상회원,서울시,32,여성,6,137200,4,42200
60401007174,iPhone,iOS11.3.1,검색광고,정상회원,서울시,27,여성,6,376600,2,51600
60401007175,LG-F800K,Android7.0,유튜브,정상회원,서울시,20,,8,228800,1,75800
60401007176,iPhone,iOS12.0,네이버블로그,정상회원,서울시,28,남성,1,20000,0,10000
60401007177,MI MAX,Android7.0,유튜브,정상회원,서울시,24,여성,8,988800,1,75800
60401007179,iPhone,iOS10.3.1,유튜브,정상회원,서울시,24,남성,6,340600,2,50600
6040100718,SM-N950N,Android8.0.0,유튜브,정상회원,서울시,31,남성,2,75000,0,20000
60401007180,iPhone,iOS12.0,검색광고,정상회원,서울시,21,여성,1,15000,0,10000
60401007181,SM-N920S,Android7.0,네이버블로그,정상회원,서울시,,남성,2,220000,0,20000
60401007182,SM-N935K,Android8.0.0,네이버카페,정상회원,서울시,31,남성,6,579000,5,56000
60401007183,SM-N950N,Android8.0.0,유튜브,정상회원,서울시,23,여성,4,340800,1,35800
60401007184,iPhone,iOS10.3.1,유튜브,정상회원,서울시,25,여성,4,245000,0,40000
60401007185,SM-N950N,Android8.0.0,유튜브,정상회원,서울시,32,남성,5,210800,1,45800
60401007186,SM-N950N,Android8.0.0,직접검색,정상회원,경상도,31,남성,5,201000,0,50000
60401007187,LG-F800K,Android7.0,유튜브,정상회원,경상도,26,여성,6,205000,0,60000
60401007188,SM-N950N,Android8.0.0,유튜브,정상회원,경상도,26,남성,5,186600,2,41600
60401007189,SM-N950N,Android8.0.0,검색광고,정상회원,경상도,28,남성,5,135000,5,47000
6040100719,SM-G955N,Android7.0,구글광고,정상회원,경상도,43,남성,5,205000,0,50000
60401007190,LGM-G600L,Android8.0.0,유튜브,정상회원,경상도,19,남성,6,396800,1,55800
60401007191,SM-N950N,Android8.0.0,검색광고,정상회원,경상도,21,남성,4,648800,1,35800
60401007192,iPhone,iOS12.0,네이버블로그,정상회원,경상도,26,,4,125000,0,40000
60401007193,iPhone,iOS12.0,유튜브,정상회원,경상도,22,여성,7,481800,1,64800
60401007194,LG-F800K,Android7.0,유튜브,정상회원,경상도,24,여성,8,205000,-1,70000
60401007195,SM-G955N,Android7.0,유튜브,정상회원,경상도,27,여성,4,160000,0,40000
60401007196,SM-N950N,Android8.0.0,네이버카페,정상회원,경상도,31,남성,6,320800,1,55800
60401007197,LGM-G600L,Android8.0.0,네이버블로그,정상회원,경상도,32,남성,2,110000,0,20000
60401007198,SM-N950N,Android8.0.0,인스타그램,정상회원,경기도,37,여성,2,28300,1,15800
60401007199,iPhone,iOS11.3.1,유튜브,정상회원,경기도,33,,6,213000,0,60000
604010072,SM-N950N,Android8.0.0,유튜브,정상회원,경기도,29,여성,7,245000,0,70000
6040100720,iPhone,iOS12.0,검색광고,정상회원,경기도,32,,4,80800,1,35800
60401007200,SM-N950N,Android8.0.0,네이버카페,정상회원,경기도,20,남성,6,480000,-1,50000
6040100721,LG-F800L,Android8.0.0,유튜브,정상회원,경상도,22,여성,4,110000,0,40000
6040100722,SM-N935K,Android8.0.0,유튜브,탈퇴,경기도,33,남성,5,710000,0,50000
6040100723,SM-G950N,Android8.0.0,유튜브,정상회원,경기도,26,남성,9,593800,0,75800
6040100725,LGM-G600L,Android8.0.0,인스타그램,정상회원,경기도,27,여성,5,182000,0,50000
6040100726,SM-N950N,Android8.0.0,검색광고,정상회원,경기도,29,남성,4,86800,1,34800
6040100727,iPhone,iOS12.0,유튜브,탈퇴,경기도,44,여성,6,421600,2,51600
6040100728,iPhone,iOS11.2.1,구글광고,정상회원,경기도,30,남성,7,390600,2,70600
6040100729,SM-G955N,Android7.0,직접검색,정상회원,경기도,30,남성,5,142000,0,50000
604010073,LG-F800L,Android8.0.0,네이버블로그,정상회원,경기도,26,남성,4,130800,1,35800
6040100730,LG-F800L,Android8.0.0,네이버카페,정상회원,경기도,27,남성,4,165000,-1,30000
6040100731,iPhone,iOS11.4.1,유튜브,정상회원,경기도,,남성,6,112000,-1,50000
6040100732,iPhone,iOS11.4.1,네이버카페,정상회원,경기도,29,남성,5,145000,-1,40000
6040100733,iPhone,iOS11.3.1,유튜브,정상회원,경기도,,남성,6,383000,0,60000
6040100734,iPhone,iOS11.2.1,유튜브,정상회원,경기도,26,여성,4,578000,0,40000
6040100735,iPhone,iOS11.3.1,네이버블로그,정상회원,경기도,34,남성,6,193600,2,60600
6040100736,SM-G920S,Android7.0,유튜브,정상회원,경기도,20,여성,8,408400,3,76400
6040100737,iPhone,iOS12.0,유튜브,정상회원,경기도,30,남성,2,51600,2,11600
6040100738,iPhone,iOS12.0,유튜브,정상회원,경기도,27,남성,5,206600,2,41600
6040100739,iPhone,iOS12.0,네이버블로그,정상회원,경기도,25,남성,9,357600,1,71600
604010074,iPhone,iOS12.0,네이버블로그,정상회원,경기도,22,여성,5,246600,2,41600
6040100740,SM-N950N,Android8.0.0,네이버블로그,정상회원,서울시,26,남성,4,90800,0,25800
6040100741,iPhone,iOS11.3.1,검색광고,정상회원,서울시,28,여성,4,220000,0,40000
6040100742,LGM-G600K,Android8.0.0,유튜브,정상회원,서울시,28,남성,2,40000,0,20000
6040100743,SM-G920S,Android7.0,인스타그램,정상회원,서울시,23,여성,4,120000,0,40000
6040100744,iPhone,iOS11.3,네이버블로그,정상회원,서울시,19,남성,4,140800,1,35800
6040100745,SM-N950N,Android8.0.0,유튜브,정상회원,서울시,26,남성,4,195000,0,40000
6040100746,SM-N950N,Android8.0.0,유튜브,정상회원,경기도,27,여성,4,490000,0,40000
6040100747,SM-N950N,Android8.0.0,유튜브,정상회원,경기도,24,남성,9,467600,2,90600
6040100748,iPhone,iOS11.4.1,네이버카페,정상회원,경기도,30,여성,7,385800,1,65800
6040100749,SM-G955N,Android7.0,인스타그램,정상회원,경기도,27,남성,13,872800,1,125800
604010075,iPhone,iOS11.0.3,유튜브,정상회원,경기도,23,남성,4,1445800,1,35800
6040100750,SM-G935K,Android8.0.0,검색광고,정상회원,전라도,23,남성,4,249600,2,31600
6040100751,SM-G920S,Android7.0,유튜브,정상회원,전라도,22,남성,2,395000,0,20000
6040100752,SM-G930L,Android8.0.0,유튜브,정상회원,전라도,25,남성,1,15000,0,10000
6040100753,iPhone,iOS11.2.1,인스타그램,정상회원,전라도,27,남성,5,132800,1,45800
6040100754,SM-G930S,Android6.0.1,유튜브,정상회원,전라도,31,여성,6,228800,1,55800
6040100755,iPhone,iOS11.3.1,유튜브,정상회원,전라도,20,남성,6,148800,1,55800
6040100756,iPhone,iOS11.4.1,검색광고,정상회원,전라도,28,남성,9,588600,2,90600
6040100757,MI MAX,Android7.0,유튜브,정상회원,전라도,28,여성,2,35000,0,20000
6040100758,iPhone,iOS11.3,유튜브,정상회원,전라도,26,남성,5,230000,0,50000
6040100759,SM-N950N,Android8.0.0,검색광고,정상회원,전라도,25,남성,4,597400,3,27400
604010076,SM-G920S,Android7.0,다음카페,정상회원,전라도,26,남성,8,212800,0,65800
6040100760,iPhone,iOS11.2.1,인스타그램,정상회원,경기도,23,여성,4,150000,0,40000
6040100761,SM-G965N,Android8.0.0,유튜브,정상회원,경기도,20,남성,3,135000,0,30000
6040100762,SM-G935K,Android8.0.0,다음카페,정상회원,경기도,28,남성,5,245000,0,50000
6040100763,SM-G930K,Android8.0.0,네이버블로그,정상회원,서울시,26,남성,6,304800,1,54800
6040100764,SM-G930K,Android8.0.0,인스타그램,정상회원,서울시,41,남성,5,300000,0,50000
6040100765,SM-G930K,Android8.0.0,유튜브,정상회원,서울시,23,여성,4,215000,0,40000
6040100766,SM-G955N,Android7.0,유튜브,정상회원,서울시,22,여성,4,380000,0,40000
6040100767,iPhone,iOS11.3.1,유튜브,정상회원,서울시,28,여성,4,196600,2,31600
6040100768,iPhone,iOS12.0,검색광고,정상회원,서울시,22,여성,4,132000,0,40000
6040100769,iPhone,iOS11.0.3,유튜브,정상회원,서울시,21,남성,7,732000,0,70000
604010077,SM-N950N,Android8.0.0,네이버카페,정상회원,경기도,30,여성,4,180000,0,40000
6040100770,LGM-V300K,Android8.0.0,유튜브,정상회원,경상도,23,여성,4,299000,0,40000
6040100771,iPhone,iOS11.4.1,네이버블로그,정상회원,경상도,28,여성,3,55000,0,30000
6040100772,SM-N950N,Android8.0.0,유튜브,정상회원,경상도,31,,4,140800,1,35800
6040100773,SM-G965N,Android8.0.0,유튜브,정상회원,경상도,22,남성,6,480800,1,55800
6040100774,SM-N960N,Android8.1.0,유튜브,정상회원,경상도,30,남성,4,275000,0,40000
6040100775,SM-N950N,Android8.0.0,유튜브,정상회원,경상도,27,여성,6,221800,0,45800
6040100777,SM-G930L,Android8.0.0,유튜브,정상회원,전라도,23,남성,7,440800,1,65800
6040100778,SM-G930L,Android8.0.0,유튜브,정상회원,전라도,25,남성,4,110000,0,40000
6040100779,SM-G930K,Android8.0.0,유튜브,정상회원,전라도,22,남성,3,90800,1,25800
604010078,SM-N950N,Android8.0.0,유튜브,정상회원,전라도,30,남성,3,170000,0,30000
6040100781,SM-N950N,Android8.0.0,네이버카페,정상회원,경기도,35,남성,12,1181600,2,111600
6040100782,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,27,여성,7,187600,2,61600
6040100783,iPhone,iOS11.4.1,네이버블로그,정상회원,경기도,24,여성,7,393800,1,65800
6040100784,SM-G935S,Android8.0.0,인스타그램,정상회원,경상도,31,,7,209000,0,70000
6040100785,SM-G930K,Android8.0.0,네이버카페,정상회원,경상도,26,남성,5,648000,0,50000
6040100786,SM-N950N,Android8.0.0,네이버블로그,정상회원,경상도,25,남성,4,314000,0,40000
6040100787,LGM-G600L,Android8.0.0,인스타그램,정상회원,경상도,25,여성,6,286600,2,51600
6040100788,iPhone,iOS11.4.1,유튜브,정상회원,경상도,23,남성,5,373000,0,50000
